term,estimate,se,p,class,response,het_proxy,n,thermal,p_adj
lc_shannon,-0.00850850733682182,0.0138869958617105,0.540077343104374,Amphibia,verticality,lc_shannon,1993,Ectotherm,0.74067749911457
(Intercept),0.0516275420151246,0.196339012104151,0.792588337096538,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.949043133590307
bio1_mean,0.0470367896247855,0.0253342636416632,0.0633613641903714,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.132644351202273
bio12_mean,-0.0440339076414737,0.0190357627466484,0.0207105449375318,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.0504256746305121
npp,-0.00149982655834532,0.00895049035476851,0.86692219897473,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.981066142779939
bio4_mean,0.243141509335022,0.0589007896681136,3.65957787737958e-05,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.000184904987488653
hfp2020,0.0194468972275347,0.00877964858612836,0.0267602552065664,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.0630978649081145
lc_shannon,-0.0101174383590528,0.00548240646987871,0.0649739258072586,Amphibia,habitat_breadth,lc_shannon,1993,Ectotherm,0.135177950905504
(Intercept),0.0121578035247419,0.126971266620611,0.92371722277878,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.988429290129263
bio1_mean,0.0192345866579541,0.0412411550565373,0.640934210210183,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.842872386029829
bio12_mean,-0.0576021768291683,0.0309910411270712,0.0630736609429516,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.132454687980198
npp,0.0082957739823223,0.0147684519576679,0.574304999229447,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.776678974580133
bio4_mean,0.361272689376981,0.0810632106568006,8.32391921745668e-06,Amphibia,range_size,lc_shannon,1993,Ectotherm,4.86406409924425e-05
hfp2020,0.0317427442829394,0.0144587009255702,0.0281343606104625,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.0656468414244125
lc_shannon,0.000750858731988953,0.0090729760535363,0.934044195300883,Amphibia,range_size,lc_shannon,1993,Ectotherm,0.988468817704242
(Intercept),-0.0431953069243446,0.130271224726073,0.740206573055415,Amphibia,PACE,lc_shannon,1993,Ectotherm,0.919443284830386
bio1_mean,0.409428415379599,0.0394290304464869,0,Amphibia,PACE,lc_shannon,1993,Ectotherm,0
bio12_mean,0.179230548877516,0.0296267660406213,1.45191769718167e-09,Amphibia,PACE,lc_shannon,1993,Ectotherm,1.45625177985983e-08
npp,-0.0148247176507484,0.0140934010340385,0.292849693641017,Amphibia,PACE,lc_shannon,1993,Ectotherm,0.465236392734666
bio4_mean,-0.338776059857799,0.0792111042681449,1.89534422265769e-05,Amphibia,PACE,lc_shannon,1993,Ectotherm,9.95055716895288e-05
hfp2020,-0.0430678576290038,0.0138005220222948,0.00180396497880286,Amphibia,PACE,lc_shannon,1993,Ectotherm,0.00605395181900516
lc_shannon,-0.0287753197773443,0.00865483615468144,0.000884922305244951,Amphibia,PACE,lc_shannon,1993,Ectotherm,0.00314639041864871
(Intercept),0.0377039510697089,0.172461332965166,0.826944019026581,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.968129583250631
bio1_mean,0.0389247272139693,0.0281416649175971,0.16661252223394,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.297775571652148
bio12_mean,-0.0518980580925404,0.0211434708280965,0.0141054518630821,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.0368827379454909
npp,0.00131938949535669,0.00996106158977267,0.894624645791701,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.988429290129263
bio4_mean,0.258807996651906,0.0639243964510167,5.15122307134242e-05,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.000252673131674606
hfp2020,0.0246699881194707,0.00976760497562655,0.0115469778273376,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.0314152595140521
lc_shannon,-0.00743745557567477,0.00610394066622509,0.22304622775314,Amphibia,NICHE,lc_shannon,1993,Ectotherm,0.37850268952048
(Intercept),-0.00884302975683804,0.202801609824173,0.965219794491193,Aves,size,het_shannon,3772,Endotherm,0.990247327351799
bio1_mean,-0.0287379635727692,0.0209568860533352,0.17028464169805,Aves,size,het_shannon,3772,Endotherm,0.302728251907645
bio12_mean,0.0321588095102213,0.0253463368489628,0.204521169577488,Aves,size,het_shannon,3772,Endotherm,0.352405707579671
npp,0.0204851528131944,0.0126030236137513,0.104074006678431,Aves,size,het_shannon,3772,Endotherm,0.203307361883446
bio4_mean,0.177752670761665,0.0349068305013753,3.53926659979464e-07,Aves,size,het_shannon,3772,Endotherm,2.55740554307742e-06
hfp2020,0.0136745986483684,0.0087742469798169,0.119116530015701,Aves,size,het_shannon,3772,Endotherm,0.22805216003006
het_shannon,0.010029998797678,0.00979690992190464,0.305933491485206,Aves,size,het_shannon,3772,Endotherm,0.478110014600136
(Intercept),0.020130891510735,0.183712517500304,0.912743880869522,Aves,fecundity,het_shannon,3772,Endotherm,0.988429290129263
bio1_mean,-0.0633922492625974,0.0177173878207691,0.00034627563919809,Aves,fecundity,het_shannon,3772,Endotherm,0.00134025263808062
bio12_mean,-0.0852610025814789,0.0214144482386699,6.84901062770749e-05,Aves,fecundity,het_shannon,3772,Endotherm,0.000313097628695199
npp,0.0171082120201144,0.0106396796265241,0.107843265035282,Aves,fecundity,het_shannon,3772,Endotherm,0.209452815328639
bio4_mean,0.0567306748864385,0.0295341103138149,0.0547502831247309,Aves,fecundity,het_shannon,3772,Endotherm,0.118302862571766
hfp2020,0.00797836205866262,0.00740681460984581,0.281406522322113,Aves,fecundity,het_shannon,3772,Endotherm,0.451325019094176
het_shannon,-0.00612305551558277,0.00827003455432026,0.459063045090162,Aves,fecundity,het_shannon,3772,Endotherm,0.649453402738083
(Intercept),0.0191511766621318,0.213393635346379,0.928489241435811,Aves,nocturnality,het_shannon,3772,Endotherm,0.988429290129263
bio1_mean,0.0437130613825039,0.0294338121046374,0.137509174405709,Aves,nocturnality,het_shannon,3772,Endotherm,0.255265649725515
bio12_mean,0.0917181242769739,0.0357311809938718,0.0102614222316091,Aves,nocturnality,het_shannon,3772,Endotherm,0.0282657177057788
npp,-0.0173265416731332,0.0178438800553836,0.331544535144692,Aves,nocturnality,het_shannon,3772,Endotherm,0.505210720220482
bio4_mean,0.0560252368012839,0.0487928476523245,0.250875105083316,Aves,nocturnality,het_shannon,3772,Endotherm,0.413206055431345
hfp2020,0.0132526203399653,0.0124286419262519,0.286289523767022,Aves,nocturnality,het_shannon,3772,Endotherm,0.457644113365425
het_shannon,0.004957254544602,0.0138775040280535,0.720930752519609,Aves,nocturnality,het_shannon,3772,Endotherm,0.912364342171709
(Intercept),0.0639472471672954,0.24813684882417,0.796631039346488,Aves,verticality,het_shannon,3772,Endotherm,0.950863336484617
bio1_mean,0.0144885066689457,0.0123397459750698,0.240341636968388,Aves,verticality,het_shannon,3772,Endotherm,0.401765124484469
bio12_mean,0.0496408284328481,0.0148627876329937,0.000837962989312713,Aves,verticality,het_shannon,3772,Endotherm,0.00299527196179863
npp,-0.00992947250878235,0.00735108825508364,0.176775963465307,Aves,verticality,het_shannon,3772,Endotherm,0.312395338288529
bio4_mean,-0.0569758942083461,0.0206495443552934,0.00579458827489021,Aves,verticality,het_shannon,3772,Endotherm,0.0167843246583027
hfp2020,-0.000933180898404534,0.00511567244700247,0.855256209945494,Aves,verticality,het_shannon,3772,Endotherm,0.979100805934194
het_shannon,0.00324893244003908,0.00571137807172293,0.569456154217935,Aves,verticality,het_shannon,3772,Endotherm,0.774644808976624
(Intercept),-0.00790243996446841,0.212547459884418,0.970341765099225,Aves,habitat_breadth,het_shannon,3772,Endotherm,0.990247327351799
bio1_mean,-0.0192486523499284,0.0173222882773991,0.266479150554068,Aves,habitat_breadth,het_shannon,3772,Endotherm,0.435703136672345
bio12_mean,-0.0198190352079015,0.0209099239087824,0.343216442949386,Aves,habitat_breadth,het_shannon,3772,Endotherm,0.517536667827645
npp,0.00106547376667206,0.0103725094371127,0.918184465536661,Aves,habitat_breadth,het_shannon,3772,Endotherm,0.988429290129263
bio4_mean,0.158560849142385,0.0289191271215421,4.18395889045797e-08,Aves,habitat_breadth,het_shannon,3772,Endotherm,3.42880533461922e-07
hfp2020,0.0355281905258476,0.00721980801788142,8.61326764578507e-07,Aves,habitat_breadth,het_shannon,3772,Endotherm,5.90624067139548e-06
het_shannon,-0.0191617510435825,0.00806106061865856,0.0174505080261529,Aves,habitat_breadth,het_shannon,3772,Endotherm,0.0434323755317583
(Intercept),-0.0290075332806271,0.215132197143369,0.892741658185969,Aves,range_size,het_shannon,3772,Endotherm,0.988429290129263
bio1_mean,-0.0219921834953063,0.0158023182879298,0.164011400184592,Aves,range_size,het_shannon,3772,Endotherm,0.293908429130788
bio12_mean,-0.0438905849778555,0.0190631844267207,0.0213140757389145,Aves,range_size,het_shannon,3772,Endotherm,0.0515217945919085
npp,0.00031208951637507,0.00944884517009134,0.973651156988671,Aves,range_size,het_shannon,3772,Endotherm,0.990247327351799
bio4_mean,0.125590383916226,0.0264002146816883,1.96323080925431e-06,Aves,range_size,het_shannon,3772,Endotherm,1.25646771792276e-05
hfp2020,0.0400702210460864,0.00657646523169131,1.10833187072501e-09,Aves,range_size,het_shannon,3772,Endotherm,1.16374846426126e-08
het_shannon,-0.00799571243712377,0.00734265253153665,0.276180081816555,Aves,range_size,het_shannon,3772,Endotherm,0.446137055242127
(Intercept),-0.0199326666698518,0.18750002511789,0.915338348381791,Aves,PACE,het_shannon,3772,Endotherm,0.988429290129263
bio1_mean,0.0615716962363469,0.0171925686185994,0.000341892591712911,Aves,PACE,het_shannon,3772,Endotherm,0.00133576640483184
bio12_mean,0.0804242902574627,0.0207712495057665,0.000107988353838406,Aves,PACE,het_shannon,3772,Endotherm,0.000468181766318768
npp,-0.0173638088819163,0.0103147522139984,0.0922985271681778,Aves,PACE,het_shannon,3772,Endotherm,0.182963452085591
bio4_mean,-0.0612918982361561,0.0286738126311414,0.0325527450744445,Aves,PACE,het_shannon,3772,Endotherm,0.0751733494502636
hfp2020,-0.00834514702704373,0.00718027419856486,0.24514109340509,Aves,PACE,het_shannon,3772,Endotherm,0.405750775291183
het_shannon,0.00540606853400129,0.00801704283772576,0.500106606433769,Aves,PACE,het_shannon,3772,Endotherm,0.692931215512355
(Intercept),-0.0208484240855772,0.225692122934285,0.926399699482367,Aves,NICHE,het_shannon,3772,Endotherm,0.988429290129263
bio1_mean,-0.0199080867956679,0.0155439175974324,0.200276646587326,Aves,NICHE,het_shannon,3772,Endotherm,0.346870893058462
bio12_mean,-0.031887146361096,0.0187451622138512,0.0889267056839407,Aves,NICHE,het_shannon,3772,Endotherm,0.177853411367881
npp,0.000612814533001801,0.009287129997562,0.947389488215209,Aves,NICHE,het_shannon,3772,Endotherm,0.990117785506408
bio4_mean,0.140876073533525,0.0259781032618038,5.86471622376905e-08,Aves,NICHE,het_shannon,3772,Endotherm,4.74830036430458e-07
hfp2020,0.0383420681184653,0.00646369556406595,2.99428570826876e-09,Aves,NICHE,het_shannon,3772,Endotherm,2.87451427993801e-08
het_shannon,-0.0135230025968968,0.00721668153617905,0.060950646024267,Aves,NICHE,het_shannon,3772,Endotherm,0.128801365183357
(Intercept),0.0136084877513181,0.178039659817721,0.939072907310335,Mammalia,size,het_shannon,3782,Endotherm,0.988770733104961
bio1_mean,-0.136542613506869,0.0197879663453692,5.18984855091276e-12,Mammalia,size,het_shannon,3782,Endotherm,7.4203792047093e-11
bio12_mean,-0.0944083518090174,0.0235417598704995,6.06543905909973e-05,Mammalia,size,het_shannon,3782,Endotherm,0.000285033220119931
npp,0.0213250130686542,0.0117858681479079,0.0703933190911386,Mammalia,size,het_shannon,3782,Endotherm,0.144661499783624
bio4_mean,-0.130747864753246,0.0330508610714307,7.62281052060221e-05,Mammalia,size,het_shannon,3782,Endotherm,0.000343793870459375
hfp2020,0.0047374534881559,0.00830541865271449,0.568402944275642,Mammalia,size,het_shannon,3782,Endotherm,0.774644808976624
het_shannon,-0.0169741650256161,0.0092729690054776,0.0671752831231907,Mammalia,size,het_shannon,3782,Endotherm,0.138897816180874
(Intercept),-0.0266804511147377,0.20246176891727,0.895158153087213,Mammalia,fecundity,het_shannon,3782,Endotherm,0.988429290129263
bio1_mean,0.027792951622618,0.0145595158675096,0.0562724073149166,Mammalia,fecundity,het_shannon,3782,Endotherm,0.120047802271822
bio12_mean,-0.127627891534541,0.0172585416751849,1.41442413337245e-13,Mammalia,fecundity,het_shannon,3782,Endotherm,2.7156943360751e-12
npp,0.00317583109718495,0.00860462740462422,0.71206504552914,Mammalia,fecundity,het_shannon,3782,Endotherm,0.906264603400724
bio4_mean,0.0941092434659737,0.0244206750328882,0.000116360001397142,Mammalia,fecundity,het_shannon,3782,Endotherm,0.000498050451839997
hfp2020,0.000817442244249056,0.00606162874474388,0.892726349695921,Mammalia,fecundity,het_shannon,3782,Endotherm,0.988429290129263
het_shannon,0.0190329612559577,0.00676753686556394,0.0049174653431483,Mammalia,fecundity,het_shannon,3782,Endotherm,0.0145574304431527
(Intercept),-0.00599982421610204,0.135231912469,0.964611925124671,Mammalia,nocturnality,het_shannon,3782,Endotherm,0.990247327351799
bio1_mean,0.216304575108385,0.0232536548973226,0,Mammalia,nocturnality,het_shannon,3782,Endotherm,0
bio12_mean,0.153089955257627,0.0278778755157308,3.98647530541751e-08,Mammalia,nocturnality,het_shannon,3782,Endotherm,3.3072980311612e-07
npp,-0.0277721509921622,0.0140710478471176,0.0484148637217918,Mammalia,nocturnality,het_shannon,3782,Endotherm,0.105976509514802
bio4_mean,-0.127105208479951,0.0384452944194906,0.000945935987050728,Mammalia,nocturnality,het_shannon,3782,Endotherm,0.00334562622788468
hfp2020,-0.0133945491562784,0.00992420285694341,0.177116999833228,Mammalia,nocturnality,het_shannon,3782,Endotherm,0.312395338288529
het_shannon,-0.0430312337420171,0.0110799139052921,0.000102872257133679,Mammalia,nocturnality,het_shannon,3782,Endotherm,0.000451831090155768
(Intercept),0.0238527942574912,0.189012960164918,0.899576297092926,Mammalia,verticality,het_shannon,3782,Endotherm,0.988429290129263
bio1_mean,0.0672167321763708,0.0153894379146459,1.25551186833661e-05,Mammalia,verticality,het_shannon,3782,Endotherm,6.91560635673937e-05
bio12_mean,0.132861548462325,0.0182564687601671,3.39950290140223e-13,Mammalia,verticality,het_shannon,3782,Endotherm,6.17423229660081e-12
npp,-0.00771070275830841,0.00911056539663981,0.397359007957832,Mammalia,verticality,het_shannon,3782,Endotherm,0.585581695937858
bio4_mean,-0.0631663470850749,0.0257906918375811,0.0143177243138855,Mammalia,verticality,het_shannon,3782,Endotherm,0.0371576849951761
hfp2020,-0.00246153741693112,0.00641845165944086,0.701342001163301,Mammalia,verticality,het_shannon,3782,Endotherm,0.894310862963451
het_shannon,-0.00976877199360842,0.00716600794950239,0.17281641143724,Mammalia,verticality,het_shannon,3782,Endotherm,0.30641854481748
(Intercept),0.00152670858337076,0.172686497064776,0.992946053340944,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.997398726225881
bio1_mean,-0.140604661773644,0.0324097513827459,1.43560101857343e-05,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,7.65653876572496e-05
bio12_mean,-0.116478162670451,0.038944404599082,0.00278171933893878,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.00874068017822777
npp,0.0664639321815616,0.0197054028396927,0.000743867334260795,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.00271673287295247
bio4_mean,-0.17636797773404,0.0534022937317792,0.000957829321467818,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.00336995447134227
hfp2020,0.0338816999060332,0.0139020570541385,0.0148026491695665,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.0382591547767258
het_shannon,-0.0341787016625712,0.0155205417832148,0.0276540750156657,Mammalia,habitat_breadth,het_shannon,3782,Endotherm,0.064977407029816
(Intercept),-0.0135185829784039,0.195416046136276,0.944847560929983,Mammalia,range_size,het_shannon,3782,Endotherm,0.989647025293265
bio1_mean,-0.0056363336756718,0.0229051423969316,0.805625839331419,Mammalia,range_size,het_shannon,3782,Endotherm,0.956502763305147
bio12_mean,-0.119838802999679,0.0272683200856037,1.10874975736142e-05,Mammalia,range_size,het_shannon,3782,Endotherm,6.20899864122393e-05
npp,0.0410335575337615,0.0136613134721776,0.00266777843478949,Mammalia,range_size,het_shannon,3782,Endotherm,0.00845635428386103
bio4_mean,-0.0267684345506447,0.0382261342276645,0.483761650996629,Mammalia,range_size,het_shannon,3782,Endotherm,0.675858273325851
hfp2020,0.0450472181901264,0.00962766979279954,2.88372189705122e-06,Mammalia,range_size,het_shannon,3782,Endotherm,1.8110851540359e-05
het_shannon,-0.0261695316798855,0.0107492736830449,0.0149107511629707,Mammalia,range_size,het_shannon,3782,Endotherm,0.0383908995460395
(Intercept),0.0230725131292728,0.20117644135701,0.9086924674495,Mammalia,PACE,het_shannon,3782,Endotherm,0.988429290129263
bio1_mean,-0.00446073391481151,0.0140276680898991,0.750488426786149,Mammalia,PACE,het_shannon,3782,Endotherm,0.923678063736798
bio12_mean,0.140081804509659,0.0166253043092882,0,Mammalia,PACE,het_shannon,3782,Endotherm,0
npp,-0.0068026991070796,0.0082872152050121,0.411722193207998,Mammalia,PACE,het_shannon,3782,Endotherm,0.600167708971312
bio4_mean,-0.0682584805127825,0.0235328648177963,0.00372496813663736,Mammalia,PACE,het_shannon,3782,Endotherm,0.0113780844900923
hfp2020,-0.00157997016479773,0.00583794696981679,0.786669483116236,Mammalia,PACE,het_shannon,3782,Endotherm,0.949043133590307
het_shannon,-0.0156784369563078,0.00651778402682938,0.0161509794051291,Mammalia,PACE,het_shannon,3782,Endotherm,0.0411115839403286
(Intercept),-0.00446996843047991,0.18971430618299,0.981202319918591,Mammalia,NICHE,het_shannon,3782,Endotherm,0.990247327351799
bio1_mean,-0.0819754298203774,0.0278095116756384,0.00320097980808654,Mammalia,NICHE,het_shannon,3782,Endotherm,0.00995860384738033
bio12_mean,-0.128723870938882,0.0332244545946687,0.000106900351441785,Mammalia,NICHE,het_shannon,3782,Endotherm,0.000466474260836882
npp,0.0592289590483962,0.0167082354963146,0.000392767857580134,Mammalia,NICHE,het_shannon,3782,Endotherm,0.00148280899041489
bio4_mean,-0.114216957940532,0.0461989625131066,0.0134252798825676,Mammalia,NICHE,het_shannon,3782,Endotherm,0.0355188507129347
hfp2020,0.0427221692710771,0.0117794211851493,0.000286902151589663,Mammalia,NICHE,het_shannon,3782,Endotherm,0.00114760860635865
het_shannon,-0.0331683939210483,0.0131515799190704,0.0116686949730027,Mammalia,NICHE,het_shannon,3782,Endotherm,0.0316183992816848
(Intercept),0.029045977844254,0.0836646690556834,0.728462577584439,Reptilia,size,het_shannon,3196,Ectotherm,0.914833059913879
bio1_mean,0.122713997467117,0.0327618993407716,0.000179940663462608,Reptilia,size,het_shannon,3196,Ectotherm,0.000751056682278711
bio12_mean,0.349311996363251,0.0458139620734739,2.44249065417534e-14,Reptilia,size,het_shannon,3196,Ectotherm,5.29468941808333e-13
npp,-0.113856017194453,0.0235493415617111,1.33289221815325e-06,Reptilia,size,het_shannon,3196,Ectotherm,8.76958322265588e-06
bio4_mean,-0.067650643730909,0.0555907774594704,0.223627024570169,Reptilia,size,het_shannon,3196,Ectotherm,0.378532394234643
hfp2020,0.103156442685972,0.0172698829538553,2.32646235609479e-09,Reptilia,size,het_shannon,3196,Ectotherm,2.29909221072897e-08
het_shannon,-0.00619101775655838,0.0199648068489542,0.756487534554277,Reptilia,size,het_shannon,3196,Ectotherm,0.925005627019646
(Intercept),0.0230066240383919,0.113187772586586,0.838931283926829,Reptilia,fecundity,het_shannon,3196,Ectotherm,0.970961134563947
bio1_mean,0.176227294105706,0.0304064235580563,6.8026324573367e-09,Reptilia,fecundity,het_shannon,3196,Ectotherm,6.34912362684759e-08
bio12_mean,0.202360694600032,0.0417338804802546,1.24188749972554e-06,Reptilia,fecundity,het_shannon,3196,Ectotherm,8.3454839981556e-06
npp,-0.126430923263207,0.0207251569292264,1.05829678354041e-09,Reptilia,fecundity,het_shannon,3196,Ectotherm,1.12884990244311e-08
bio4_mean,-0.154716157297229,0.0548985202356112,0.00482905734207573,Reptilia,fecundity,het_shannon,3196,Ectotherm,0.0143589669640482
hfp2020,0.0604600728819175,0.0151246362231566,6.40267969282959e-05,Reptilia,fecundity,het_shannon,3196,Ectotherm,0.000298791718998714
het_shannon,0.0037890477761906,0.0174916656838851,0.828504357444113,Reptilia,fecundity,het_shannon,3196,Ectotherm,0.968269440352076
(Intercept),0.00303032721463,0.110271560545342,0.978076423319388,Reptilia,nocturnality,het_shannon,3196,Ectotherm,0.990247327351799
bio1_mean,0.125533263388784,0.0287969594604829,1.30506511537565e-05,Reptilia,nocturnality,het_shannon,3196,Ectotherm,7.12566576223345e-05
bio12_mean,0.276765564702051,0.0394703950456762,2.34967600931668e-12,Reptilia,nocturnality,het_shannon,3196,Ectotherm,3.50884950724624e-11
npp,-0.0481139566668646,0.019567021053603,0.0139351357429294,Reptilia,nocturnality,het_shannon,3196,Ectotherm,0.0367231812519551
bio4_mean,-0.000183677694955873,0.0521555256276259,0.997190071574094,Reptilia,nocturnality,het_shannon,3196,Ectotherm,0.998676196867051
hfp2020,0.00464948329675052,0.0142760078389347,0.744662605025695,Reptilia,nocturnality,het_shannon,3196,Ectotherm,0.923208745270975
het_shannon,-0.0281297948246823,0.0165103768167762,0.0884250821897696,Reptilia,nocturnality,het_shannon,3196,Ectotherm,0.177378075317986
(Intercept),0.0162618628827312,0.158216300053568,0.91813561462644,Reptilia,verticality,het_shannon,3196,Ectotherm,0.988429290129263
bio1_mean,-0.010556716637217,0.0248522458167591,0.670997655366975,Reptilia,verticality,het_shannon,3196,Ectotherm,0.869302291566016
bio12_mean,-0.0807443324272026,0.0334298011596948,0.0157205320844451,Reptilia,verticality,het_shannon,3196,Ectotherm,0.0401680515617761
npp,0.0290835262231987,0.0162456310596496,0.0734158547982782,Reptilia,verticality,het_shannon,3196,Ectotherm,0.150412970806228
bio4_mean,-0.190761038478892,0.0465839718193666,4.22181144614786e-05,Reptilia,verticality,het_shannon,3196,Ectotherm,0.000210152391986027
hfp2020,-0.00478091904124115,0.0118217154135896,0.685905083785522,Reptilia,verticality,het_shannon,3196,Ectotherm,0.881315901154628
het_shannon,-0.00642770812154206,0.0136716008901749,0.638247594405947,Reptilia,verticality,het_shannon,3196,Ectotherm,0.842872386029829
(Intercept),0.0383634261274922,0.162904259033485,0.813823188843787,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.960670407095081
bio1_mean,-0.177381594308058,0.0201502377728977,0,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0
bio12_mean,-0.00541283062741695,0.0269677892961081,0.840921696899133,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.970961134563947
npp,0.0250272728975379,0.0130427332338772,0.0550011436040121,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.118464001608641
bio4_mean,0.0147247286794329,0.038047265437777,0.698747705769659,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.892696688739945
hfp2020,0.0332483558544458,0.00948590863677836,0.000456562793204496,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.00171402344711408
het_shannon,-0.00340275091798964,0.0109695705645818,0.756409554792981,Reptilia,habitat_breadth,het_shannon,3196,Ectotherm,0.925005627019646
(Intercept),0.0421861192572807,0.123753480796521,0.733187639222183,Reptilia,range_size,het_shannon,3196,Ectotherm,0.914833059913879
bio1_mean,-0.161666957114509,0.034722521423681,3.22461637547455e-06,Reptilia,range_size,het_shannon,3196,Ectotherm,2.00642796696194e-05
bio12_mean,0.0481774227479837,0.047761312754662,0.31311264008918,Reptilia,range_size,het_shannon,3196,Ectotherm,0.482595628761306
npp,0.0156698562588907,0.0237863577204572,0.510040305146204,Reptilia,range_size,het_shannon,3196,Ectotherm,0.705240915757714
bio4_mean,0.161073992462563,0.0623686843429285,0.00980560769079308,Reptilia,range_size,het_shannon,3196,Ectotherm,0.0272287949099709
hfp2020,0.0131022262908678,0.0173655537605582,0.450551949575629,Reptilia,range_size,het_shannon,3196,Ectotherm,0.64146379261615
het_shannon,0.0200486565087665,0.0200829313015551,0.318137137543298,Reptilia,range_size,het_shannon,3196,Ectotherm,0.489217749265666
(Intercept),0.00678337651212153,0.150258093439828,0.963991866385664,Reptilia,PACE,het_shannon,3196,Ectotherm,0.990247327351799
bio1_mean,-0.208222573403435,0.0305180789505103,8.92041995825821e-12,Reptilia,PACE,het_shannon,3196,Ectotherm,1.1989044423899e-10
bio12_mean,-0.0445775579768934,0.0413809223318953,0.281369031454813,Reptilia,PACE,het_shannon,3196,Ectotherm,0.451325019094176
npp,0.108284820966447,0.0202680055927048,9.15984936789016e-08,Reptilia,PACE,het_shannon,3196,Ectotherm,6.99479406275249e-07
bio4_mean,0.23385267464759,0.0564624706408069,3.44686229134528e-05,Reptilia,PACE,het_shannon,3196,Ectotherm,0.000176816141968246
hfp2020,-0.00601868101402557,0.0147632829129294,0.683509327045017,Reptilia,PACE,het_shannon,3196,Ectotherm,0.879920053207378
het_shannon,-0.0159753594778688,0.0170742495202295,0.349458311285319,Reptilia,PACE,het_shannon,3196,Ectotherm,0.524187466927979
(Intercept),0.0517666233877528,0.160250566962201,0.746668350548748,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.923208745270975
bio1_mean,-0.178185152043178,0.0221435231872792,8.88178419700125e-16,Reptilia,NICHE,het_shannon,3196,Ectotherm,2.0581237863396e-14
bio12_mean,0.0045907585250356,0.0296979869364198,0.877151277899516,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.984049513770408
npp,0.0227828388197716,0.014391742246397,0.113410207018924,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.217747597476335
bio4_mean,0.0350625232946856,0.0416879271517672,0.400307935588863,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.588636614257585
hfp2020,0.0295506679955692,0.0104692859991196,0.00476350931883718,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.014227014498927
het_shannon,0.00187599870177961,0.0121071347778148,0.876860854618319,Reptilia,NICHE,het_shannon,3196,Ectotherm,0.984049513770408
(Intercept),-0.0098222004704788,0.110518829318675,0.92918240606942,Amphibia,size,het_shannon,1994,Ectotherm,0.988429290129263
bio1_mean,-0.308178367780251,0.0602730506250469,3.17019341666835e-07,Amphibia,size,het_shannon,1994,Ectotherm,2.31561953913167e-06
bio12_mean,0.00889131100743797,0.0451098679079325,0.843746576502409,Amphibia,size,het_shannon,1994,Ectotherm,0.972551800016499
npp,-0.0145702306841027,0.0225078904070229,0.51741269763248,Amphibia,size,het_shannon,1994,Ectotherm,0.712502731166039
bio4_mean,0.18373291612194,0.0959689425897935,0.0555557996215168,Amphibia,size,het_shannon,1994,Ectotherm,0.119020771251737
hfp2020,-0.0225289703005038,0.0214581278716517,0.293762337727328,Amphibia,size,het_shannon,1994,Ectotherm,0.465585591869728
het_shannon,0.0193233446433788,0.0181376865513383,0.286708588879232,Amphibia,size,het_shannon,1994,Ectotherm,0.457644113365425
(Intercept),0.040567713362361,0.131025352890847,0.756852014137865,Amphibia,fecundity,het_shannon,1994,Ectotherm,0.925005627019646
bio1_mean,-0.368586544543551,0.0400866896406882,0,Amphibia,fecundity,het_shannon,1994,Ectotherm,0
bio12_mean,-0.216429653905409,0.0299581609492151,5.03375119365046e-13,Amphibia,fecundity,het_shannon,1994,Ectotherm,8.90179158456082e-12
npp,0.00875703114413633,0.0146357801067145,0.549619542651727,Amphibia,fecundity,het_shannon,1994,Ectotherm,0.750699863134066
